"entityId","entityIdLoweredCased","entityType","title","publisher","publisherId","builtFor","iconBackgroundColor","actionString","ctaTypes","primaryProduct","products","trials","pricingModel","ratings","appCompliance","showcaseLink","leadgenEnabled","filtermatch","detailInformation","detailLoadFailed","startingPrice","awards","universalAmendmentUrl","CertificationState","CertificationLink","tags","locale","AverageRating","NumberOfRatings","planPricingType","linkedAddIns","linkedSaaS","hideFromAdminPortal","offerType","popularity","ratingSummary","ratingSummaries","licenseManagement","bigId","downloadLink","downloadSampleLink","hasPrices","industriesDetails","categoriesDetails","productType","badges","category_mask_4","isCloudIndustry","iconURL","shortDescription","handoffURL","licenseTermsUrl","isSolutionMap"
"WA104381096","wa104381096","1","Beyondsoft Calendar","Manny Merino","mannymerino2147349678","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1","14","0",,"False","True",,"False",,,,"None",,"System.Object[]",,"3.794","34","3","System.Object[]",,"False","11","0.98","@{TotalRatings=34; AverageRating=3.794; StarsDistribution=; Source=AppSource; OfferId=WA104381096; CreatedAt=5/9/2021 1:33:20 PM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0B0PS","https://customvisualspackages.powerbi.com/publishedpackages/bciCalendarCC0FA2BFE4B54EE1ACCFE383B9B1DE61.1.2.0.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/bciCalendarCC0FA2BFE4B54EE1ACCFE383B9B1DE61.1.2.0.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","268435456","False","https://store-images.s-microsoft.com/image/apps.29906.5f2b829a-f571-4761-8650-0fe80a14ec15.f268e6df-1382-4db1-a61a-3d171d78b498.68d0246e-8880-4412-b255-aa279d854786","Visualize your monthly data and assign custom colors with this dynamic, data-driven calendar visual.",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"WA104381977","wa104381977","1","Ultimate KPI Card","dataviz.boutique GmbH","datavizboutiquegmbh286710222","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1","14","0",,"True","True",,"False",,,,"None",,"System.Object[]",,"3.75","36","3","System.Object[]",,"False","11","0.98","@{TotalRatings=36; AverageRating=3.75; StarsDistribution=; Source=AppSource; OfferId=WA104381977; CreatedAt=4/15/2021 1:51:00 PM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0B431","https://customvisualspackages.powerbi.com/publishedpackages/kpifree51D0292A0438427096AC459B59FEF2DE.4.8.7.2.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/kpifree51D0292A0438427096AC459B59FEF2DE.4.8.7.2.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","6291456","False","https://store-images.s-microsoft.com/image/apps.5345.9a8dbd96-a712-419e-9db0-41727999b5c5.09ae77f6-2ac5-4062-b4ed-c2152acf863f.a15d1771-f2c8-4d67-9c05-80033f80160c","Shows a value, its variance to a reference value and its variance to 2nd or 3rd refetence value.",,"https://dataviz.boutique/2020/02/02/terms-of-use/","False"
"WA200001046","wa200001046","1","Histogram by PQ Systems","PQ Systems","pqsystems154365786","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1","12","0",,"True","True",,"False",,,,"None",,,,"2.833","6","3","System.Object[]",,"False","11","0.98","@{TotalRatings=6; AverageRating=2.833; StarsDistribution=; Source=AppSource; OfferId=WA200001046; CreatedAt=5/9/2021 1:24:10 PM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0B41H","https://customvisualspackages.powerbi.com/publishedpackages/histogram42E8DF98F1244DB799B2A8A65DBCB226.1.1.322.1.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/histogram42E8DF98F1244DB799B2A8A65DBCB226.1.1.322.1.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","4194304","False","https://store-images.s-microsoft.com/image/apps.65.9c42823e-8c65-4f9b-af37-2bf6333eb09a.59e276f3-9c91-43f9-8602-338a0be31f7a.c08e5873-2a9e-4df7-88e3-d6936b2f8761","The histogram is a bar chart to visualize the distribution of data and a collection of statistics.",,"https://www.pqsystems.com/quality-solutions/statistical-process-control/PI-VIZpack/license-agreement.php","False"
"zebrabi1634048186304.zebrabicards","zebrabi1634048186304.zebrabicards","1","Zebra BI Cards","Zebra BI","zebrabi1634048186304","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1","15","0",,"False","True",,"False",,,,"None",,"System.Object[]",,"4.944","18","3","System.Object[]",,"False","11","0.979","@{TotalRatings=18; AverageRating=4.944; StarsDistribution=; Source=AppSource; OfferId=zebrabi1634048186304.zebrabicards; CreatedAt=12/7/2021 6:48:07 AM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0BCFL","https://customvisualspackages.powerbi.com/publishedpackages/zebraBiCards2C860CFAA9944091B75F0DBD117F20FA.7.3.0.59.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/zebraBiCards2C860CFAA9944091B75F0DBD117F20FA.7.3.0.59.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","4259840","False","https://store-images.s-microsoft.com/image/apps.56059.e749126c-1066-4ba6-b322-85b04f4f7c5b.78016ec5-021c-40c8-bb89-59deb12d332b.ae998bca-a64c-4194-8ab7-9d57c504dad8","Insanely flexible KPI scorecards. Multi-cards with variances, sparklines, comments, drill-through.",,"https://zebrabi.com/legal/?doc=eula","False"
"WA200000543","wa200000543","1","Linear Gauge - xViz","xViz LLC","visualbisolutions1211946946","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","3","15","0",,"True","True",,"False",,,,"None",,"System.Object[]",,"4.714","7","3","System.Object[]",,"False","11","0.979","@{TotalRatings=7; AverageRating=4.714; StarsDistribution=; Source=AppSource; OfferId=WA200000543; CreatedAt=5/9/2021 12:55:22 PM}","System.Object[]","@{isMicrosoftManaged=True; isFreemium=True}","DZH318Z0B3ZV","https://customvisualspackages.powerbi.com/publishedpackages/linearGauge2EBA8C0A99F94BF297BCCB1CF5427E68.3.0.1.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/linearGauge2EBA8C0A99F94BF297BCCB1CF5427E68.3.0.1.0.pbix","True","System.Object[]","System.Object[]","524288","System.Object[]","6291456","False","https://store-images.s-microsoft.com/image/apps.19692.fe6d8d4e-da24-4b3a-9c74-9bb85c2c2368.cf23c7cb-0ffd-4cae-ba68-0f81607ad99d.e310a748-0caf-4728-9963-09744c586176","Visualize your KPIs to track its progress against key metrics with Custom labels, ranges and limits!",,"https://xviz.com/agreement/","False"
"WA200002768","wa200002768","1","Tachometer by E&A","Earnest and Associates","earnestandassociates175767858","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1","15","0",,"False","True",,"False",,,,"None",,"System.Object[]",,"4","4","3","System.Object[]",,"False","11","0.979","@{TotalRatings=4; AverageRating=4; StarsDistribution=; Source=AppSource; OfferId=WA200002768; CreatedAt=5/9/2021 2:15:51 PM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0B0PM","https://customvisualspackages.powerbi.com/publishedpackages/eaTachometer6616D82ED23A4C048E1D3CD4604742ED.3.6.0.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/eaTachometer6616D82ED23A4C048E1D3CD4604742ED.3.6.0.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","4194304","False","https://store-images.s-microsoft.com/image/apps.6300.7b347905-188c-4e7d-919a-19ba987ad3f4.2111a98a-9d48-4e69-bc35-71f216a645c2.22704778-a2ff-4aca-8b97-915762b1d071","Tachometer which allows for 7 ranges.",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"WA104380820","wa104380820","1","HierarchySlicer","DataScenarios","janpieterposthuma1781555020","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1","14","0",,"True","True",,"False",,,,"None",,"System.Object[]",,"3.89","273","3","System.Object[]",,"False","11","0.979","@{TotalRatings=273; AverageRating=3.89; StarsDistribution=; Source=AppSource; OfferId=WA104380820; CreatedAt=4/16/2021 1:43:00 AM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0B0Z3","https://customvisualspackages.powerbi.com/publishedpackages/HierarchySlicer1458836712039.2.2.2.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/HierarchySlicer1458836712039.2.2.2.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]",,"False","https://store-images.s-microsoft.com/image/apps.45778.f3a67418-e76e-4df6-968f-c4e613e1b867.b0911a97-1ae8-4c02-8166-7ff886e948f0.83912e06-c69c-4413-818d-300541bd06a5","Create a hierarchy of different fields and use it as a slicer with Power BI.",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"lingaro.ganttbylingaro","lingaro.ganttbylingaro","1","GANTT by Lingaro","Lingaro","lingaro","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1","15","0",,"True","True",,"False",,,,"None",,,,"4","1","3","System.Object[]",,"False","11","0.978","@{TotalRatings=1; AverageRating=4; StarsDistribution=; Source=AppSource; OfferId=lingaro.ganttbylingaro; CreatedAt=2/22/2023 7:59:14 AM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0K2WV","https://customvisualspackages.powerbi.com/publishedpackages/powerBIGanttChartCertificationEDB15A648FAA4257A190BB4E1117FD58.3.0.0.1.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/powerBIGanttChartCertificationEDB15A648FAA4257A190BB4E1117FD58.3.0.0.1.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","270532608","False","https://store-images.s-microsoft.com/image/apps.32824.791cdd76-82af-4651-b8dd-00c1b23d0da4.a72870d6-40e5-49c1-8254-48ad3887d891.c0a8c296-7357-4e12-bb93-7a2ebb82582c","Track all your projects with full visibility of every phase and milestone!",,"https://pinpointprod.z14.web.core.windows.net/marketing/Partner_21474849143/Product_42949683352/Asset_77a98c36-9316-4d09-8e30-0264c8e6db6d/EULA.docx","False"
"walnutinnovationlimited1624358481040.selection_slicer","walnutinnovationlimited1624358481040.selection_slicer","1","Selection Slicer by Walnut Innovation","Walnut Innovation Limited","walnutinnovationlimited1624358481040","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1","14","0",,"False","True",,"False",,,,"None",,"System.Object[]",,"3","5","3","System.Object[]",,"False","11","0.978","@{TotalRatings=5; AverageRating=3; StarsDistribution=; Source=AppSource; OfferId=walnutinnovationlimited1624358481040.selection_slicer; CreatedAt=8/5/2022 10:19:18 AM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0JNHM","https://customvisualspackages.powerbi.com/publishedpackages/selectionSlicer75918E1108FD45E0B85F2A29F491BBA8.2.6.0.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/selectionSlicer75918E1108FD45E0B85F2A29F491BBA8.2.6.0.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","34603008","False","https://store-images.s-microsoft.com/image/apps.59474.4d6a4261-6fb8-4b0e-911c-c0a5b9b23995.5fa1ccbb-9544-45d9-94ca-c48ecb6a5336.4cb631c1-42b9-4dc1-90c3-fb692db205b3","Multi-category slicer/filter showing selected and unavailable choices",,"https://www.walnutinnovation.co.uk/power-bi-visual-license-terms/","False"
"WA200000183","wa200000183","1","Multiple Axes Chart - XViz","xViz LLC dba Lumel","visualbisolutions1211946946","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","3","15","0",,"True","True",,"False",,,,"None",,"System.Object[]",,"4.471","17","3","System.Object[]",,"False","11","0.977","@{TotalRatings=17; AverageRating=4.471; StarsDistribution=; Source=AppSource; OfferId=WA200000183; CreatedAt=5/4/2021 2:04:00 PM}","System.Object[]","@{isMicrosoftManaged=True; isFreemium=True}","DZH318Z0B3Z9","https://customvisualspackages.powerbi.com/publishedpackages/multipleAxesChartBC35C88E1D1A49DFA5A9240AFBB4E3BC.3.0.2.2.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/multipleAxesChartBC35C88E1D1A49DFA5A9240AFBB4E3BC.3.0.2.2.pbix","True","System.Object[]","System.Object[]","524288","System.Object[]","4194304","False","https://store-images.s-microsoft.com/image/apps.49548.1ef07fca-a648-45d4-81d8-a38ac923419a.17d8fde0-04e8-4f55-9c47-bd7bf58240e9.f184195e-c6fb-4e5a-915e-fff5cf5bba92","Visualize data with multiple Y-axes, 10+ series types, 20+ chart configurations, annotations & more!",,"https://xviz.com/agreement/","False"
"WA104380985","wa104380985","1","Route map","Weiwei Cui","weiweicui1863509706","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1","15","0",,"False","True",,"False",,,,"None",,,,"4.07","43","3","System.Object[]",,"False","11","0.977","@{TotalRatings=43; AverageRating=4.07; StarsDistribution=; Source=AppSource; OfferId=WA104380985; CreatedAt=5/9/2021 1:47:59 PM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0B0XX","https://customvisualspackages.powerbi.com/publishedpackages/routemap863828C4992A473C9A5FB6A6B0EDF5DC.1.3.3.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/routemap863828C4992A473C9A5FB6A6B0EDF5DC.1.3.3.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]",,"False","https://store-images.s-microsoft.com/image/apps.23894.794ca9f8-cc72-4fa9-9201-4849ca2a8233.f51a4171-e4e1-4e27-ae4a-652aaf9faa24.09f4c551-abeb-41c8-a280-0be7f8a08e03","Visualize trajectories on a map",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"WA104380764","wa104380764","1","Force-Directed Graph","Microsoft Corporation","powerbivisuals","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1","14","0",,"False","True",,"False",,,,"None",,"System.Object[]",,"3.793","29","3","System.Object[]",,"False","11","0.977","@{TotalRatings=29; AverageRating=3.793; StarsDistribution=; Source=AppSource; OfferId=WA104380764; CreatedAt=5/9/2021 1:48:10 PM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z09N4C","https://customvisualspackages.powerbi.com/publishedpackages/ForceGraph1449359463895.2.0.2.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/ForceGraph1449359463895.2.0.2.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","33554432","False","https://store-images.s-microsoft.com/image/apps.63766.11f8c5b1-957c-400b-a068-f031b81d03b8.e0f4cf5d-c02b-43ba-acc4-061506257d05.05816935-cc2b-4b88-902d-c1a583e122d1","Force layout diagram with curved path. Useful to show connections between entities",,"https://go.microsoft.com/fwlink/?linkid=2300138","False"
"devlupfunnels1688569261518.boxplotybydevlupfunnels","devlupfunnels1688569261518.boxplotybydevlupfunnels","1","Box Ploty by Devlup Funnels","Devlup Funnels","devlupfunnels1688569261518","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1","14","0",,"False","True",,"False",,,,"None",,,,"3.667","3","3","System.Object[]",,"False","11","0.976","@{TotalRatings=3; AverageRating=3.667; StarsDistribution=; Source=AppSource; OfferId=devlupfunnels1688569261518.boxplotybydevlupfunnels; CreatedAt=1/15/2024 11:51:25 AM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0F68T","https://customvisualspackages.powerbi.com/publishedpackages/boxPloty6C987A9E682A4A859272BFEC966AF372.1.0.0.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/boxPloty6C987A9E682A4A859272BFEC966AF372.1.0.0.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","327680","False","https://store-images.s-microsoft.com/image/apps.49465.3af3fbee-5321-45f7-90c3-9103f27c3ba6.8bd2da22-1850-424b-b279-bec28bec6a33.60b3afd0-4662-4bfa-887e-97519c4ed1cf","Provides a concise visual summary of the distribution and key statistical measures of a dataset.",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"officesolution1640276900203.bar-chart-with-top-n-selection-by-office-solution","officesolution1640276900203.bar-chart-with-top-n-selection-by-office-solution","1","Bar Chart With Top N Selection","Office Solution","officesolution1640276900203","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","3","15","0",,"True","True",,"False",,,,"None",,,,"5","7","3","System.Object[]",,"False","11","0.975","@{TotalRatings=7; AverageRating=5; StarsDistribution=; Source=AppSource; OfferId=officesolution1640276900203.bar-chart-with-top-n-selection-by-office-solution; CreatedAt=1/7/2022 2:13:18 AM}","System.Object[]","@{isMicrosoftManaged=True; isFreemium=True}","DZH318Z0BCMK","https://customvisualspackages.powerbi.com/publishedpackages/BarChartWithTopN.1.0.0.2.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/BarChartWithTopN.1.0.0.2.pbix","True","System.Object[]","System.Object[]","524288","System.Object[]","4259840","False","https://store-images.s-microsoft.com/image/apps.17246.c5a0fcc3-8020-43f4-b9ff-251f10dcc577.ca8243c7-765e-4ea7-ac67-b04a1fc371cf.f9685042-21fb-41ee-ba3c-6444a9625b6c","Select Top N number of items to be displayed in chart and rest items will be clubbed as others",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"truvizinc1674781244292.activity-gauge-by-powerviz","truvizinc1674781244292.activity-gauge-by-powerviz","1","Activity Gauge by Powerviz","TRUVIZ INC","truvizinc1674781244292","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","3","15","0",,"True","True",,"False",,,,"None",,"System.Object[]",,"5","3","3","System.Object[]",,"False","11","0.975","@{TotalRatings=3; AverageRating=5; StarsDistribution=; Source=AppSource; OfferId=truvizinc1674781244292.activity-gauge-by-powerviz; CreatedAt=8/19/2023 6:58:52 PM}","System.Object[]","@{isMicrosoftManaged=True; isFreemium=True}","DZH318Z0FNQM","https://customvisualspackages.powerbi.com/publishedpackages/ActivityGaugeA96234ADB8D143D1837fdfsFECd426BB34781.1.0.0.5.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/ActivityGaugeA96234ADB8D143D1837fdfsFECd426BB34781.1.0.0.5.pbix","True","System.Object[]","System.Object[]","524288","System.Object[]","196608","False","https://store-images.s-microsoft.com/image/apps.7938.5db05ece-aaee-4431-b072-a4a90aff50eb.87ba9ee9-d335-4e8b-9080-8552740e2ebb.edb5b65c-eaac-4b8a-8761-e2cd9cc4ae45","An Advanced Visual to measure the progress against a set target or Goal for multiple categories",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"xviz.inforiver-enterprise","xviz.inforiver-enterprise","1","Inforiver Writeback Matrix for Planning, Budgeting & Forecasting","xViz LLC dba Lumel","xviz","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","3","15","0",,"True","True",,"False",,,,"None",,,,"5","1","3","System.Object[]",,"False","11","0.975","@{TotalRatings=1; AverageRating=5; StarsDistribution=; Source=AppSource; OfferId=xviz.inforiver-enterprise; CreatedAt=9/19/2023 1:29:06 PM}","System.Object[]","@{isMicrosoftManaged=True; isFreemium=True}","DZH318Z0K047","https://customvisualspackages.powerbi.com/publishedpackages/inforiverAppEnterprise2B7A5FD2992D434DAE0B149479307B7B.4.2.1.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/inforiverAppEnterprise2B7A5FD2992D434DAE0B149479307B7B.4.2.1.0.pbix","True","System.Object[]","System.Object[]","524288","System.Object[]","33619968","False","https://store-images.s-microsoft.com/image/apps.51930.35a0c112-c063-4f9e-8739-35334e47ea16.9e606839-902e-4ec9-9e86-d68f0aab6c84.534df5ac-8e67-4a65-a186-ce32816e6807","Enterprise-grade writeback matrix for building connected & secure planning (xP&A / FP&A / EPM) apps ",,"https://inforiver.com/agreement/","False"
"scvationgmbh1592573334878.data-slicer","scvationgmbh1592573334878.data-slicer","1","Data Slicer","SCvation GmbH","scvationgmbh1592573334878","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","3","15","0",,"True","True",,"False",,,,"None",,"System.Object[]",,"5","1","3","System.Object[]",,"False","11","0.975","@{TotalRatings=1; AverageRating=5; StarsDistribution=; Source=AppSource; OfferId=scvationgmbh1592573334878.data-slicer; CreatedAt=1/24/2025 11:24:54 AM}","System.Object[]","@{isMicrosoftManaged=True; isFreemium=True}","DZH318Z0LTTK","https://customvisualspackages.powerbi.com/publishedpackages/scvationDataSlicer277BCF8926A84B5CBA093282D62811B5.1.3.28.4.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/scvationDataSlicer277BCF8926A84B5CBA093282D62811B5.1.3.28.4.pbix","True","System.Object[]","System.Object[]","524288","System.Object[]","1048576","False","https://store-images.s-microsoft.com/image/apps.54173.012bb6c6-b68a-4552-9b73-9c87aba255ed.be72cc64-9182-46e0-a60b-5819efc0b66f.5eeb1a7e-778a-4f1b-ba9b-5929179ba0f8","Filter large datasets with ease using bulk insert or interval conditions, including text/number/date",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"truvizinc1674781244292.kpi-by-powerviz","truvizinc1674781244292.kpi-by-powerviz","1","KPI by Powerviz","TRUVIZ INC","truvizinc1674781244292","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","3","15","0",,"True","True",,"False",,,,"None",,"System.Object[]",,"5","1","3","System.Object[]",,"False","11","0.975","@{TotalRatings=1; AverageRating=5; StarsDistribution=; Source=AppSource; OfferId=truvizinc1674781244292.kpi-by-powerviz; CreatedAt=6/23/2024 11:15:29 PM}","System.Object[]","@{isMicrosoftManaged=True; isFreemium=True}","DZH318Z0LQJJ","https://customvisualspackages.powerbi.com/publishedpackages/KPIVizA96234ADB8D143D1837FEC426BB34781.1.0.0.4.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/KPIVizA96234ADB8D143D1837FEC426BB34781.1.0.0.4.pbix","True","System.Object[]","System.Object[]","524288","System.Object[]","4194304","False","https://store-images.s-microsoft.com/image/apps.19155.41ca8357-5e88-4ecb-b2ae-57de832a90e9.aa18c058-6f5d-4f24-a62a-2fcb77ea5b89.1a5acb3b-bf66-4163-98ce-80a3378d8e4f","Build KPI cards beyond imagination with 16 chart layers, small multiples, and on-object interaction",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"WA104380910","wa104380910","1","Sparkline by OKVIZ","OKVIZ Corp.","okviz35133452","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1","15","0",,"True","True",,"False",,,,"None",,"System.Object[]",,"4.318","22","3","System.Object[]",,"False","11","0.975","@{TotalRatings=22; AverageRating=4.318; StarsDistribution=; Source=AppSource; OfferId=WA104380910; CreatedAt=5/9/2021 1:33:08 PM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0B414","https://customvisualspackages.powerbi.com/publishedpackages/PBI_CV_25997FEB_F466_44FA_B562_AC4063283C4C.1.1.3.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/PBI_CV_25997FEB_F466_44FA_B562_AC4063283C4C.1.1.3.0.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","272629760","False","https://store-images.s-microsoft.com/image/apps.45310.c79b499a-d613-44ea-be28-3176344407e2.e90b15c8-222a-4f89-893b-de8b5a2296a5.022d0a0f-cf58-455b-95d1-2950ff745948","Displays the trend of multiple measures or category items on a single line, minimizing the footprint",,"https://go.microsoft.com/fwlink/?linkid=2041178","False"
"WA200001917","wa200001917","1","Advanced Pie and Donut - xViz","xViz LLC","visualbisolutions1211946946","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","3","15","0",,"True","True",,"False",,,,"None",,"System.Object[]",,"4.286","7","3","System.Object[]",,"False","11","0.975","@{TotalRatings=7; AverageRating=4.286; StarsDistribution=; Source=AppSource; OfferId=WA200001917; CreatedAt=5/9/2021 12:58:58 PM}","System.Object[]","@{isMicrosoftManaged=True; isFreemium=True}","DZH318Z0B3ZP","https://customvisualspackages.powerbi.com/publishedpackages/advancedPieDonut812F760774854B428BA58A87279F6AF6.3.0.1.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/advancedPieDonut812F760774854B428BA58A87279F6AF6.3.0.1.0.pbix","True","System.Object[]","System.Object[]","524288","System.Object[]","4194304","False","https://store-images.s-microsoft.com/image/apps.15624.ee840c78-8e43-4f1e-8214-6958bb10b17c.28416e74-0d3a-4c1c-b676-54e771a94b60.2416fb21-0016-470a-9bd5-fbc1ca9ed89a","Visualize categories as individual slices with multiple pie/donut chart types and functionalities",,"https://xviz.com/agreement/","False"
"WA200001804","wa200001804","1","Timeline by Queryon","Queryon","queryon520318618","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","1","15","0",,"True","True",,"False",,,,"None",,"System.Object[]",,"4.25","8","3","System.Object[]",,"False","11","0.975","@{TotalRatings=8; AverageRating=4.25; StarsDistribution=; Source=AppSource; OfferId=WA200001804; CreatedAt=4/23/2021 4:07:00 PM}","System.Object[]","@{isMicrosoftManaged=False; isFreemium=False}","DZH318Z0B0XL","https://customvisualspackages.powerbi.com/publishedpackages/timelineByQueryon2DD9A171C1CB4B148AA3DD23CEF5B2F9.1.0.7.1.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/timelineByQueryon2DD9A171C1CB4B148AA3DD23CEF5B2F9.1.0.7.1.pbix","False","System.Object[]","System.Object[]","524288","System.Object[]","270532608","False","https://store-images.s-microsoft.com/image/apps.38946.ab931662-7da1-493f-bd1c-624b0d280ff7.39dbf7a6-b405-4972-95f1-97a9ad45cd04.0644e949-04e3-4239-a953-7fb55b01181b","A single-axis timeline packed with features. ",,"https://queryon.com/pbivisual-license/","False"
"WA200002526","wa200002526","1","graphomate matrix","graphomate","graphomategmbh1626346327715","Power BI visuals",,"CTA_Get","System.Object[]","@{product_mask_2=524288}","@{product_mask_2=524288}","0","3","15","0",,"False","True",,"False",,,,"None",,,,"5","1","3","System.Object[]",,"False","11","0.974","@{TotalRatings=1; AverageRating=5; StarsDistribution=; Source=AppSource; OfferId=WA200002526; CreatedAt=5/9/2021 2:57:26 PM}","System.Object[]","@{isMicrosoftManaged=True; isFreemium=True}","DZH318Z0B42P","https://customvisualspackages.powerbi.com/publishedpackages/graphomatematrix.2024.1.6.0.pbiviz","https://customvisualspackages.powerbi.com/publishedpackages/graphomatematrix.2024.1.6.0.pbix","True","System.Object[]","System.Object[]","524288","System.Object[]","33816576","False","https://store-images.s-microsoft.com/image/apps.13116.e21716a0-191d-4a84-912d-d0257c14f03a.f317f2a0-8cce-417a-94d9-820e98274872.880e8e4f-059f-43cb-b9b6-776ffbf55e28","Meaningful Tabular Visualization: Data-Driven, Fully IBCS-Compliant, In-Cell Charts and Calculations",,"https://www.graphomate.com/TermsConditions/graphomate_License_Conditions.pdf","False"
